model,case_id,annotation_file,body_file,row_idx,event,time,auto_found,match_type,matched_variant,evidence_sentence_idx,evidence_text,similarity_if_unfound,manual_label,manual_notes
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,30,tazobactam-piperacillin administration,0,0,not_found_auto,tazobactam piperacillin administration,17,We initiated tazobactam-piperacillin and vasopressors.,0.6374,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,31,vasopressors administration,0,0,not_found_auto,vasopressor administration,3,Case Presentation,0.6047,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,33,fever reoccurrence,120,0,not_found_auto,fever reoccurrence,3,Case Presentation,0.3429,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,35,meropenem administration,120,0,not_found_auto,meropenem administration,3,Case Presentation,0.4878,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,36,vancomycin administration,120,0,not_found_auto,vancomycin administration,0,pmcIntroduction,0.5,,
llama33,PMC9355071_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9355071_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9355071_body.txt,38,infection control,216,0,not_found_auto,infection control,86,Declaration of patient consent,0.4681,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,12,normal height,0,0,not_found_auto,normal height,267,ECHO Normal,0.5,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,13,normal weight,0,0,not_found_auto,normal weight,267,ECHO Normal,0.5,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,14,normal head circumference,0,0,not_found_auto,normal head circumference,274,Laboratory test Median (IQR) Reference,0.4262,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,15,normal temperature,0,0,not_found_auto,normal temperature,51,His temperature was 36.2°C.,0.5455,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,16,normal neurological examination,0,0,not_found_auto,normal neurological examination,52,The baby was neurologically fine.,0.5397,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,18,normal breath sounds,0,0,not_found_auto,normal breath sound,56,There was no organomegaly in the abdomen.,0.4068,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,33,elevated C-reactive protein,144,0,not_found_auto,elevated c reactive protein,265,Hepatitis C Negative,0.5106,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,36,stopped trophic feeding,216,0,not_found_auto,stopped trophic feeding,63,"On the third day, we used trophic feeding to give the baby breast milk.",0.413,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,38,weaned from CPAP,336,0,not_found_auto,weaned from cpap,256,Tandem MS Normal,0.375,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,52,normal ultrasonography,504,0,not_found_auto,normal ultrasonography,291,Declaration of Figures’ Authenticity,0.3793,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,53,declining albumin,504,0,not_found_auto,declining albumin,291,Declaration of Figures’ Authenticity,0.4528,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,55,elevated AST,504,0,not_found_auto,elevated ast,51,His temperature was 36.2°C.,0.4211,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,56,elevated ALT,504,0,not_found_auto,elevated alt,269,Eye examination Normal,0.4118,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,60,negative infectious workup,504,0,not_found_auto,negative infectiou workup,266,CMV Negative,0.4324,,
llama33,PMC9552858_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_l33_tts/PMC9552858_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC9552858_body.txt,73,mechanical ventilation,936,0,not_found_auto,mechanical ventilation,218,Conclusions,0.4242,,
